Stock Id,Name,Count
BAJAJELEC,Bajaj Electricals Limited,0
BAJAJFINSV,Bajaj Finserv Limited,0
BAJAJHIND,Bajaj Hindusthan Sugar Limited,0
BAJAJHLDNG,Bajaj Holdings & Investment Limited,0
BAJFINANCE,Bajaj Finance Limited,0
BALAJITELE,Balaji Telefilms Limited,0
BALAMINES,Balaji Amines Limited,0
BALKRISHNA,Balkrishna Paper Mills Limited,0
BALKRISIND,Balkrishna Industries Limited,0
BALLARPUR,Ballarpur Industries Limited,0
BALMLAWRIE,Balmer Lawrie & Company Limited,0
BALPHARMA,Bal Pharma Limited,0
BALRAMCHIN,Balrampur Chini Mills Limited,0
BANARBEADS,Banaras Beads Limited,0
BANARISUG,Bannari Amman Sugars Limited,0
BANCOINDIA,Banco Products (I) Limited,0
BANDHANBNK,Bandhan Bank Limited,0
BANG,Bang Overseas Limited,0
BANKBARODA,Bank of Baroda,0
BANKINDIA,Bank of India,0
BANSWRAS,Banswara Syntex Limited,0
BARTRONICS,Bartronics India Limited,0
BASF,BASF India Limited,0
BASML,Bannari Amman Spinning Mills Limited,0
BATAINDIA,Bata India Limited,0
BAYERCROP,Bayer Cropscience Limited,0
BBL,Bharat Bijlee Limited,0
BBTC,Bombay Burmah Trading Corporation Limited,0
BCG,Brightcom Group Limited,0
BDL,Bharat Dynamics Limited,0
BEARDSELL,Beardsell Limited,0
BEDMUTHA,Bedmutha Industries Limited,0
BEL,Bharat Electronics Limited,0
BEML,BEML Limited,0
BEPL,Bhansali Engineering Polymers Limited,0
BERGEPAINT,Berger Paints (I) Limited,0
BFINVEST,BF Investment Limited,0
BFUTILITIE,BF Utilities Limited,0
BGLOBAL,Bharatiya Global Infomedia Limited,0
BGRENERGY,BGR Energy Systems Limited,0
BHAGERIA,Bhageria Industries Limited,0
BHAGYANGR,Bhagyanagar India Limited,0
BHAGYAPROP,Bhagyanagar Properties Limited,0
BHANDARI,Bhandari Hosiery Exports Limited,0
BHARATFIN,Bharat Financial Inclusion Limited,0
BHARATFORG,Bharat Forge Limited,0
BHARATGEAR,Bharat Gears Limited,0
BHARATIDIL,Bharati Defence and Infrastructure Limited,0
BHARATRAS,Bharat Rasayan Limited,0
BHARATWIRE,Bharat Wire Ropes Limited,0
BHARTIARTL,Bharti Airtel Limited,0
BHEL,Bharat Heavy Electricals Limited,0
BIGBLOC,Bigbloc Construction Limited,0
BIL,Bhartiya International Limited,0
BILENERGY,Bil Energy Systems Limited,0
BINANIIND,Binani Industries Limited,0
BINDALAGRO,Oswal Chemicals & Fertilizers Limited,0
BIOCON,Biocon Limited,0
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,0
BIRLACABLE,Birla Cable Limited,0
BIRLACORPN,Birla Corporation Limited,0
BIRLAMONEY,Aditya Birla Money Limited,0
BKMINDST,Bkm Industries Limited,0
BLBLIMITED,BLB Limited,0
BLISSGVS,Bliss GVS Pharma Limited,0
BLKASHYAP,B. L. Kashyap and Sons Limited,0
BLS,BLS International Services Limited,0
BLUEBLENDS,Blue Blends (I) Limited,0
BLUECOAST,Blue Coast Hotels Limited,0
BLUEDART,Blue Dart Express Limited,0
BLUESTARCO,Blue Star Limited,0
BODALCHEM,Bodal Chemicals Limited,0
BOMDYEING,Bombay Dyeing & Mfg Company Limited,0
BOROSIL,Borosil Glass Works Limited,0
BOSCHLTD,Bosch Limited,0
BPCL,Bharat Petroleum Corporation Limited,0
BPL,BPL Limited,0
BRFL,Bombay Rayon Fashions Limited,0
BRIGADE,Brigade Enterprises Limited,0
BRITANNIA,Britannia Industries Limited,0
BRNL,Bharat Road Network Limited,0
BROOKS,Brooks Laboratories Limited,0
BSE,BSE Limited,0
BSELINFRA,BSEL Infrastructure Realty Limited,0
BSL,BSL Limited,0
BURNPUR,Burnpur Cement Limited,0
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,0
BVCL,Barak Valley Cements Limited,0
BYKE,The Byke Hospitality Ltd,0
CADILAHC,Cadila Healthcare Limited,0
CALSOFT,California Software Company Limited,0
CAMLINFINE,Camlin Fine Sciences Limited,0
CANBK,Canara Bank,0
CANDC,C & C Constructions Limited,0
CANFINHOME,Can Fin Homes Limited,0
CANTABIL,Cantabil Retail India Limited,0
CAPACITE,Capacit'e Infraprojects Limited,0
CAPF,Capital First Limited,0
CAPLIPOINT,Caplin Point Laboratories Limited,0
CAPTRUST,Capital Trust Limited,0
CARBORUNIV,Carborundum Universal Limited,0
CAREERP,Career Point Limited,0
CARERATING,CARE Ratings Limited,0
CASTEXTECH,Castex Technologies Limited,0
CASTROLIND,Castrol India Limited,0
CCCL,Consolidated Construction Consortium Limited,0
CCHHL,Country Club Hospitality & Holidays Limited,0
CCL,CCL Products (India) Limited,0
CDSL,Central Depository Services (India) Limited,0
CEATLTD,CEAT Limited,0
CEBBCO,Commercial Engineers & Body Builders Co Limited,0
CELEBRITY,Celebrity Fashions Limited,0
CELESTIAL,Celestial Biolabs Limited,0
CENTENKA,Century Enka Limited,0
CENTEXT,Century Extrusions Limited,0
CENTRALBK,Central Bank of India,0
CENTRUM,Centrum Capital Limited,0
CENTUM,Centum Electronics Limited,0
CENTURYPLY,Century Plyboards (India) Limited,0
CENTURYTEX,Century Textiles & Industries Limited,0
CERA,Cera Sanitaryware Limited,0
CEREBRAINT,Cerebra Integrated Technologies Limited,0
CESC,CESC Limited,0
CGCL,Capri Global Capital Limited,0
CGPOWER,CG Power and Industrial Solutions Limited,0
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,0
CHEMFAB,Chemfab Alkalis Limited,0
CHENNPETRO,Chennai Petroleum Corporation Limited,0
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,0
CHROMATIC,Chromatic India Limited,0
CIGNITITEC,Cigniti Technologies Limited,0
CIMMCO,Cimmco Limited,0
CINELINE,Cineline India Limited,0
CINEVISTA,Cinevista Limited,0
CIPLA,Cipla Limited,0
CLEDUCATE,CL Educate Limited,0
CLNINDIA,Clariant Chemicals (India) Limited,0
CMICABLES,CMI Limited,0
CNOVAPETRO,CIL Nova Petrochemicals Limited,0
COALINDIA,Coal India Limited,0
COCHINSHIP,Cochin Shipyard Limited,0
COFFEEDAY,Coffee Day Enterprises Limited,0
COLPAL,Colgate Palmolive (India) Limited,0
COMPINFO,Compuage Infocom Limited,0
COMPUSOFT,Compucom Software Limited,0
CONCOR,Container Corporation of India Limited,0
CONSOFINVT,Consolidated Finvest & Holdings Limited,0
CONTROLPR,Control Print Limited,0
CORALFINAC,Coral India Finance & Housing Limited,0
CORDSCABLE,Cords Cable Industries Limited,0
COROMANDEL,Coromandel International Limited,0
CORPBANK,Corporation Bank,0
COSMOFILMS,Cosmo Films Limited,0
COUNCODOS,Country Condo's Limited,0
COX&KINGS,Cox & Kings Limited,0
CREATIVEYE,Creative Eye Limited,0
CREDITACC,CREDITACCESS GRAMEEN LIMITED,0
CREST,Crest Ventures Limited,0
CRISIL,CRISIL Limited,0
CROMPTON,Crompton Greaves Consumer Electricals Limited,0
CTE,Cambridge Technology Enterprises Limited,0
CUB,City Union Bank Limited,0
CUBEXTUB,Cubex Tubings Limited,0
CUMMINSIND,Cummins India Limited,0
CUPID,Cupid Limited,0
CURATECH,Cura Technologies Limited,0
CYBERMEDIA,Cyber Media (India) Limited,0
CYBERTECH,Cybertech Systems And Software Limited,0
CYIENT,Cyient Limited,0
DAAWAT,LT Foods Limited,0
DABUR,Dabur India Limited,0
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,0
DAMODARIND,Damodar Industries Limited,0
DATAMATICS,Datamatics Global Services Limited,0
DBCORP,D.B.Corp Limited,0
DBL,Dilip Buildcon Limited,0
DBREALTY,D B Realty Limited,0
DBSTOCKBRO,DB (International) Stock Brokers Limited,0
DCAL,Dishman Carbogen Amcis Limited,0
DCBBANK,DCB Bank Limited,0
DCM,DCM  Limited,0
DCMFINSERV,DCM Financial Services Limited,0
DCMSHRIRAM,DCM Shriram Limited,0
DCW,DCW Limited,0
DECCANCE,Deccan Cements Limited,0
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,0
DEEPAKNTR,Deepak Nitrite Limited,0
DEEPIND,Deep Industries Limited,0
DELTACORP,Delta Corp Limited,0
DELTAMAGNT,Delta Magnets Limited,0
DEN,Den Networks Limited,0
DENABANK,Dena Bank,0
DENORA,De Nora India Limited,0
DFMFOODS,DFM Foods Limited,0
DHAMPURSUG,Dhampur Sugar Mills Limited,0
DHANBANK,Dhanlaxmi Bank Limited,0
DHANUKA,Dhanuka Agritech Limited,0
DHARSUGAR,Dharani Sugars & Chemicals Limited,0
DHFL,Dewan Housing Finance Corporation Limited,0
DHUNINV,Dhunseri Investments Limited,0
DIAMONDYD,Prataap Snacks Limited,0
DIAPOWER,Diamond Power Infra Ltd,0
DICIND,DIC India Limited,0
DIGJAMLTD,Digjam Limited,0
DISHTV,Dish TV India Limited,0
DIVISLAB,Divi's Laboratories Limited,0
DIXON,Dixon Technologies (India) Limited,0
DLF,DLF Limited,0
DLINKINDIA,D-Link (India) Limited,0
DMART,Avenue Supermarts Limited,0
DNAMEDIA,Diligent Media Corporation Limited,0
DOLLAR,Dollar Industries Limited,0
DOLPHINOFF,Dolphin Offshore Enterprises (India) Limited,0
DONEAR,Donear Industries Limited,0
DPL,Dhunseri Petrochem Limited,0
DPSCLTD,DPSC Limited,0
DQE,DQ Entertainment (International) Limited,0
DREDGECORP,Dredging Corporation of India Limited,0
DRREDDY,Dr. Reddy's Laboratories Limited,0
DSSL,Dynacons Systems & Solutions Limited,0
DTIL,Dhunseri Tea & Industries Limited,0
DUCON,Ducon Infratechnologies Limited,0
DWARKESH,Dwarikesh Sugar Industries Limited,0
DYNAMATECH,Dynamatic Technologies Limited,0
DYNPRO,Dynemic Products Limited,0
EASTSILK,Eastern Silk Industries Limited,0
EASUNREYRL,Easun Reyrolle Limited,0
ECEIND,ECE Industries Limited,0
ECLERX,eClerx Services Limited,0
EDELWEISS,Edelweiss Financial Services Limited,0
EDL,Empee Distilleries Limited,0
EDUCOMP,Educomp Solutions Limited,0
EICHERMOT,Eicher Motors Limited,0
EIDPARRY,EID Parry India Limited,0
EIHAHOTELS,EIH Associated Hotels Limited,0
EIHOTEL,EIH Limited,0
EIMCOELECO,Eimco Elecon (India) Limited,0
EKC,Everest Kanto Cylinder Limited,0
ELAND,E-Land Apparel Limited,0
ELECON,Elecon Engineering Company Limited,0
ELECTCAST,Electrosteel Castings Limited,0
ELECTHERM,Electrotherm (India) Limited,0
ELECTROSL,ELECTROSTEEL STEELS LIMITED,0
ELGIEQUIP,Elgi Equipments Limited,0
ELGIRUBCO,Elgi Rubber Company Limited,0
EMAMILTD,Emami Limited,0
EMAMIREAL,Emami Realty Limited,0
EMCO,Emco Limited,0
EMKAY,Emkay Global Financial Services Limited,0
EMMBI,Emmbi Industries Limited,0
ENDURANCE,Endurance Technologies Limited,0
ENERGYDEV,Energy Development Company Limited,0
ENGINERSIN,Engineers India Limited,0
ENIL,Entertainment Network (India) Limited,0
EON,Eon Electric Limited,0
EQUITAS,Equitas Holdings Limited,0
ERIS,Eris Lifesciences Limited,0
EROSMEDIA,Eros International Media Limited,0
ESABINDIA,Esab India Limited,0
ESCORTS,Escorts Limited,0
ESSARSHPNG,Essar Shipping Limited,0
ESSDEE,Ess Dee Aluminium Limited,0
ESSELPACK,Essel Propack Limited,0
ESTER,Ester Industries Limited,0
EUROCERA,Euro Ceramics Limited,0
EUROMULTI,Euro Multivision Limited,0
EVEREADY,Eveready Industries India Limited,0
EVERESTIND,Everest Industries Limited,0
EXCEL,Excel Realty N Infra Limited,0
EXCELCROP,Excel Crop Care Limited,0
EXCELINDUS,Excel Industries Limited,0
EXIDEIND,Exide Industries Limited,0
FACT,Fertilizers and Chemicals Travancore Limited,0
FAIRCHEM,Fairchem Speciality Limited,0
FCL,Fineotex Chemical Limited,0
FCONSUMER,Future Consumer Limited,0
FCSSOFT,FCS Software Solutions Limited,0
FDC,FDC Limited,0
FEDERALBNK,The Federal Bank  Limited,0
FEL,Future Enterprises Limited,0
FELDVR,Future Enterprises Limited,0
FIEMIND,Fiem Industries Limited,0
FILATEX,Filatex India Limited,0
FINCABLES,Finolex Cables Limited,0
FINEORG,Fine Organic Industries Limited,0
FINPIPE,Finolex Industries Limited,0
FLEXITUFF,Flexituff Ventures International Limited,0
FLFL,Future Lifestyle Fashions Limited,0
FMGOETZE,Federal-Mogul Goetze (India) Limited.,0
FMNL,Future Market Networks Limited,0
FORTIS,Fortis Healthcare Limited,0
FOSECOIND,Foseco India Limited,0
FRETAIL,Future Retail Limited,0
FSC,Future Supply Chain Solutions Limited,0
FSL,Firstsource Solutions Limited,0
GABRIEL,Gabriel India Limited,0
GAEL,Gujarat Ambuja Exports Limited,0
GAIL,GAIL (India) Limited,0
GAL,Gyscoal Alloys Limited,0
GALAXYSURF,Galaxy Surfactants Limited,0
GALLANTT,Gallantt Metal Limited,0
GALLISPAT,Gallantt Ispat Limited,0
GAMMNINFRA,Gammon Infrastructure Projects Limited,0
GANDHITUBE,Gandhi Special Tubes Limited,0
GANECOS,Ganesha Ecosphere Limited,0
GANESHHOUC,Ganesh Housing Corporation Limited,0
GANGESSECU,Ganges Securities Limited,0
GANGOTRI,Gangotri Textiles Limited,0
GARDENSILK,Garden Silk Mills Limited,0
GARFIBRES,Garware Technical Fibres Limited,0
GATI,GATI Limited,0
GAYAHWS,Gayatri Highways Limited,0
GAYAPROJ,Gayatri Projects Limited,0
GDL,Gateway Distriparks Limited,0
GEECEE,GeeCee Ventures Limited,0
GEMINI,Gemini Communication Limited,0
GENESYS,Genesys International Corporation Limited,0
GENUSPAPER,Genus Paper & Boards Limited,0
GENUSPOWER,Genus Power Infrastructures Limited,0
GEOJITFSL,Geojit Financial Services Limited,0
GEPIL,GE Power India Limited,0
GESHIP,The Great Eastern Shipping Company Limited,0
GET&D,GE T&D India Limited,0
GHCL,GHCL Limited,0
GICHSGFIN,GIC Housing Finance Limited,0
GICRE,General Insurance Corporation of India,0
GILLANDERS,Gillanders Arbuthnot & Company Limited,0
GILLETTE,Gillette India Limited,0
GINNIFILA,Ginni Filaments Limited,0
GIPCL,Gujarat Industries Power Company Limited,0
GISOLUTION,GI Engineering Solutions Limited,0
GKWLIMITED,GKW Limited,0
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,0
GLENMARK,Glenmark Pharmaceuticals Limited,0
GLFL,Gujarat Lease Financing Limited,0
GLOBALVECT,Global Vectra Helicorp Limited,0
GLOBOFFS,Global Offshore Services Limited,0
GLOBUSSPR,Globus Spirits Limited,0
GMBREW,GM Breweries Limited,0
GMDCLTD,Gujarat Mineral Development Corporation Limited,0
GMMPFAUDLR,GMM Pfaudler Limited,0
GMRINFRA,GMR Infrastructure Limited,0
GNA,GNA Axles Limited,0
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,0
GOACARBON,Goa Carbon Limited,0
GOCLCORP,GOCL Corporation Limited,0
GODFRYPHLP,Godfrey Phillips India Limited,0
GODREJAGRO,Godrej Agrovet Limited,0
GODREJCP,Godrej Consumer Products Limited,0
GODREJIND,Godrej Industries Limited,0
GODREJPROP,Godrej Properties Limited,0
GOENKA,Goenka Diamond and Jewels Limited,0
GOKEX,Gokaldas Exports Limited,0
GOKUL,Gokul Refoils and Solvent Limited,0
GOKULAGRO,Gokul Agro Resources Limited,0
GOLDENTOBC,Golden Tobacco Limited,0
GOLDIAM,Goldiam International Limited,0
GOLDTECH,Goldstone Technologies Limited,0
GOODLUCK,Goodluck India Limited,0
GPIL,Godawari Power And Ispat limited,0
GPPL,Gujarat Pipavav Port Limited,0
GPTINFRA,GPT Infraprojects Limited,0
GRANULES,Granules India Limited,0
GRAPHITE,Graphite India Limited,0
GRASIM,Grasim Industries Limited,0
GRAVITA,Gravita India Limited,0
GREAVESCOT,Greaves Cotton Limited,0
GREENLAM,Greenlam Industries Limited,0
GREENPLY,Greenply Industries Limited,0
GREENPOWER,Orient Green Power Company Limited,0
GRINDWELL,Grindwell Norton Limited,0
GROBTEA,The Grob Tea Company Limited,0
GRPLTD,GRP Limited,0
GRSE,Garden Reach Shipbuilders & Engineers Limited,0
GRUH,Gruh Finance Limited,0
GSCLCEMENT,Gujarat Sidhee Cement Limited,0
GSFC,Gujarat State Fertilizers & Chemicals Limited,0
GSKCONS,GlaxoSmithKline Consumer Healthcare Limited,0
GSPL,Gujarat State Petronet Limited,0
GSS,GSS Infotech Limited,0
GTL,GTL Limited,0
GTLINFRA,GTL Infrastructure Limited,0
GTNIND,GTN Industries Limited,0
GTNTEX,GTN Textiles Limited,0
GTPL,GTPL Hathway Limited,0
GUFICBIO,Gufic Biosciences Limited,0
GUJALKALI,Gujarat Alkalies and Chemicals Limited,0
GUJAPOLLO,Gujarat Apollo Industries Limited,0
GUJFLUORO,Gujarat Fluorochemicals Limited,0
GUJGASLTD,Gujarat Gas Limited,0
GUJRAFFIA,Gujarat Raffia Industries Limited,0
GULFOILLUB,Gulf Oil Lubricants India Limited,0
GULFPETRO,GP Petroleums Limited,0
GULPOLY,Gulshan Polyols Limited,0
GVKPIL,GVK Power & Infrastructure Limited,0
HAL,Hindustan Aeronautics Limited,0
HARITASEAT,Harita Seating Systems Limited,0
HARRMALAYA,Harrisons  Malayalam Limited,0
HATHWAY,Hathway Cable & Datacom Limited,0
HATSUN,Hatsun Agro Product Limited,0
HAVELLS,Havells India Limited,0
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,0
HBLPOWER,HBL Power Systems Limited,0
HBSL,HB Stockholdings Limited,0
HCC,Hindustan Construction Company Limited,0
HCG,Healthcare Global Enterprises Limited,0
HCL-INSYS,HCL Infosystems Limited,0
HCLTECH,HCL Technologies Limited,0
HDFC,Housing Development Finance Corporation Limited,0
HDFCAMC,HDFC Asset Management Company Limited,0
HDFCBANK,HDFC Bank Limited,0
HDFCLIFE,HDFC Standard Life Insurance Company Limited,0
HDIL,Housing Development and Infrastructure Limited,0
HEG,HEG Limited,0
HEIDELBERG,HeidelbergCement India Limited,0
HERCULES,Hercules Hoists Limited,0
HERITGFOOD,Heritage Foods Limited,0
HEROMOTOCO,Hero MotoCorp Limited,0
HESTERBIO,Hester Biosciences Limited,0
HEXATRADEX,Hexa Tradex Limited,0
HEXAWARE,Hexaware Technologies Limited,0
HFCL,Himachal Futuristic Communications Limited,0
HGINFRA,H.G. Infra Engineering Limited,0
HGS,Hinduja Global Solutions Limited,0
HIGHGROUND,High Ground Enterprise Limited,0
HIKAL,Hikal Limited,0
HIL,HIL Limited,0
HILTON,Hilton Metal Forging Limited,0
HIMATSEIDE,Himatsingka Seide Limited,0
HINDALCO,Hindalco Industries Limited,0
HINDCOMPOS,Hindustan Composites Limited,0
HINDCOPPER,Hindustan Copper Limited,0
HINDMOTORS,Hindustan Motors Limited,0
HINDNATGLS,Hindusthan National Glass & Industries Limited,0
HINDOILEXP,Hindustan Oil Exploration Company Limited,0
HINDPETRO,Hindustan Petroleum Corporation Limited,0
HINDSYNTEX,Hind Syntex Limited,0
HINDUJAVEN,Hinduja Ventures Limited,0
HINDUNILVR,Hindustan Unilever Limited,0
HINDZINC,Hindustan Zinc Limited,0
HIRECT,Hind Rectifiers Limited,0
HISARMETAL,Hisar Metal Industries Limited,0
HITECH,Hi-Tech Pipes Limited,0
HITECHCORP,Hitech Corporation Limited,0
HITECHGEAR,The Hi-Tech Gears Limited,0
HMT,HMT Limited,0
HMVL,Hindustan Media Ventures Limited,0
HONAUT,Honeywell Automation India Limited,0
HONDAPOWER,Honda Siel Power Products Limited,0
HOTELEELA,Hotel Leela Venture Limited,0
HOTELRUGBY,Hotel Rugby Limited,0
HOVS,HOV Services Limited,0
HPL,HPL Electric & Power Limited,0
HSCL,Himadri Speciality Chemical Limited,0
HSIL,HSIL Limited,0
HTMEDIA,HT Media Limited,0
HUBTOWN,Hubtown Limited,0
HUDCO,Housing & Urban Development Corporation Limited,0
IBREALEST,Indiabulls Real Estate Limited,0
IBULHSGFIN,Indiabulls Housing Finance Limited,0
IBULISL,Indiabulls Integrated Services Limited,0
IBVENTURES,Indiabulls Ventures Limited,0
ICICIBANK,ICICI Bank Limited,0
ICICIGI,ICICI Lombard General Insurance Company Limited,0
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,0
ICIL,Indo Count Industries Limited,0
ICRA,ICRA Limited,0
ICSA,ICSA (India) Limited,0
IDBI,IDBI Bank Limited,0
IDEA,Vodafone Idea Limited,0
IDFC,IDFC Limited,0
IDFCBANK,IDFC Bank Limited,0
IEX,Indian Energy Exchange Limited,0
IFBAGRO,IFB Agro Industries Limited,0
IFBIND,IFB Industries Limited,0
IFCI,IFCI Limited,0
IFGLEXPOR,IFGL Refractories Limited,0
IGARASHI,Igarashi Motors India Limited,0
IGL,Indraprastha Gas Limited,0
IGPL,IG Petrochemicals Limited,0
IIFL,IIFL Holdings Limited,0
IITL,Industrial Investment Trust Limited,0
